dgst,year_from,validity_period
815d0525ce1db8de,2022,5.002739726027397
4b126a965f0bbde9,2022,4.835616438356165
871066e9e2eaba52,2022,5.002739726027397
b5aa960a1edfddb5,2022,5.002739726027397
3cf989df5841f7a0,2022,2.0027397260273974
334821b48bda7f91,2022,2.0027397260273974
24dd208398edbe6e,2022,5.002739726027397
4935d3a83b8584ba,2022,5.002739726027397
69225a69a22499be,2021,5.002739726027397
f5d94bbdead4c12e,2021,5.002739726027397
bc15dafa06a6628f,2021,5.002739726027397
08e892fc32b0579f,2021,5.002739726027397
df79976b3b50b890,2021,5.002739726027397
f1fc4ef84a6542c3,2021,5.002739726027397
e2ecf0daf73716f2,2021,5.002739726027397
374ab38927132e8b,2021,5.002739726027397
9dcea2173970b692,2020,5.002739726027397
d55df56ea8fecc17,2020,5.002739726027397
fd3ef02ec481486f,2020,5.002739726027397
20a382af36081fdc,2020,5.002739726027397
840c3a5cb2aa227b,2020,5.002739726027397
5967c4caa0ab6ccc,2020,5.002739726027397
fc10be2ae0d795b5,2020,5.002739726027397
dc7e22b73045de95,2020,5.0
d819a6bb9d0e9322,2020,5.002739726027397
5390c9458174b933,2020,5.002739726027397
fd7e5c796a43b0f5,2020,5.002739726027397
1e91595cd5e7fece,2020,5.002739726027397
06906bea865d706c,2020,5.002739726027397
3038b85281a46a16,2020,5.002739726027397
b1fde924fcddd798,2019,5.005479452054795
fbfca952a8f6ba28,2019,5.005479452054795
e27eb9efbd67c4f7,2019,5.005479452054795
3df27547dc41e235,2019,5.005479452054795
2b604a227cbbe6c8,2019,5.005479452054795
40c5c1f66d71e635,2019,5.087671232876712
8d554358719e099d,2019,5.005479452054795
42629faa03418667,2019,5.005479452054795
dd54dcebdd332a44,2019,5.005479452054795
02290df82c6c17c3,2019,5.005479452054795
7a9f34f9ddaa426d,2019,5.005479452054795
5d4463fc37c941f7,2019,5.002739726027397
a6edf4ef312fdb60,2018,5.002739726027397
a1a64744c54b721f,2022,5.002739726027397
09ee640569acc598,2022,5.002739726027397
d47a03be1cb342b1,2022,5.002739726027397
ed00d2fa6dba74a5,2021,5.002739726027397
10339846e519597c,2021,5.002739726027397
5af5a1b535422b51,2021,5.002739726027397
7aa201ca52bdbfd6,2020,5.002739726027397
7505c05356d2e512,2020,5.002739726027397
b7c1176fe67b570f,2020,5.005479452054795
ac8999ef19336c40,2018,5.002739726027397
21d6eff0bfe3971f,2021,5.002739726027397
57890b48fb7cbff6,2021,3.0027397260273974
e133881d7203a6e4,2021,5.002739726027397
77ef42af7556edf5,2020,5.002739726027397
6fc5d16622cf0222,2020,5.002739726027397
7709221bfec82ad9,2019,5.005479452054795
3f0ee46859fd5d56,2018,5.002739726027397
62af1d8b1c9cc1a8,2022,5.002739726027397
bb13aa35aecbf125,2022,5.002739726027397
01cb2ad202b5df12,2022,5.002739726027397
37739e3954762bc2,2022,5.002739726027397
a4b7ab85878030d7,2022,5.002739726027397
dce700f99ede630f,2022,5.002739726027397
ff5f20369c2d5202,2022,5.002739726027397
7990f0de16bac5cf,2022,5.002739726027397
5508bfef96319828,2022,5.002739726027397
419c2cb6d5e4a138,2022,5.002739726027397
b21c34a6e6c70844,2022,5.002739726027397
37d26b65d2059ce6,2022,5.002739726027397
c74dee3a0847ef10,2022,5.002739726027397
88e527888c6a54af,2022,5.002739726027397
76362b5fcd5876f2,2022,5.002739726027397
985b19ea05e44c61,2022,5.002739726027397
26639bbaf940c33b,2022,5.002739726027397
a309afd8c151db3e,2022,5.002739726027397
bc2e2387e391506c,2022,5.002739726027397
b2291c36b0b91ab7,2022,5.002739726027397
9cca2f25f4036cfa,2022,5.002739726027397
3bfa65c7e7020090,2022,5.002739726027397
9b2fb775b37ec392,2022,5.002739726027397
cd4d1f03b2d3b1cc,2022,5.002739726027397
5f12d355f8acb7cd,2022,5.002739726027397
81eeb757742c69a8,2022,5.002739726027397
caa2c6f716d0ab36,2022,5.002739726027397
3b0d05e2fe06c803,2022,5.002739726027397
675c1c69661b5a36,2022,5.002739726027397
4118602424deb8c2,2022,5.002739726027397
c5348f4436b4501d,2022,5.002739726027397
d7c8920acdf478ea,2022,5.002739726027397
714d100c5aa4c655,2022,5.002739726027397
f9fb8170cecedc23,2022,5.002739726027397
d2a4b8cb9ae7fe8f,2022,5.002739726027397
b0e6f667d52402df,2022,5.002739726027397
54cfb6fcc474c33a,2022,5.002739726027397
82c7cd4be1a3a5eb,2022,5.002739726027397
2e4950cfa0a831b6,2022,5.002739726027397
6b003152c5459126,2022,5.002739726027397
46ca41ed7db5287e,2022,5.002739726027397
210e19ddc06f391e,2022,5.002739726027397
4d983357fd464bb5,2022,5.002739726027397
d9cf12bf4a363f11,2022,5.087671232876712
e85cd9f643295c93,2022,3.682191780821918
adca05bec28db483,2022,3.682191780821918
335800e03030fb93,2022,3.682191780821918
153b66c00eb19272,2022,5.002739726027397
03aded94fb04c62e,2022,5.002739726027397
3d8083b1e6c7b336,2022,5.002739726027397
925da3b468003e72,2022,5.002739726027397
9be0c86102117436,2022,5.002739726027397
d44641bd5ae5278f,2022,5.0
f96bfb09bb1bd640,2022,5.002739726027397
ae175aa839dbf692,2022,5.002739726027397
98642c6f99438194,2022,5.002739726027397
f0ce40dfe333e918,2022,5.002739726027397
02c6fbcd90dcf05a,2022,5.002739726027397
8c92d4b773f61ca8,2022,5.002739726027397
396c33e077143663,2022,5.002739726027397
9cc177d55fb02b87,2022,5.002739726027397
95caa671054ac20a,2022,5.002739726027397
84444ea4fabcc66c,2022,5.002739726027397
f0d94de8beabbd84,2022,5.002739726027397
dd2302a442f4f466,2022,5.002739726027397
57ae444126806570,2022,5.002739726027397
45098872448f5816,2022,5.002739726027397
29964f32c68b0ce8,2022,5.0
7a059d2754e088a3,2022,5.002739726027397
3cbdd57de3f32ad0,2022,5.002739726027397
14b5a3a574c90154,2022,5.002739726027397
459539da9315ccac,2022,5.002739726027397
7e24168630d5124e,2022,5.002739726027397
3e020408537aaad0,2022,5.002739726027397
33801e0456a64404,2022,5.0
875347e0d906197d,2022,5.002739726027397
583c12b5bf2423c6,2022,5.002739726027397
cdbbbad526f0aa13,2022,5.002739726027397
23ce630f1ab642b8,2022,3.6794520547945204
966a03f9f111aa35,2022,5.002739726027397
b96dff73aed97fdf,2022,5.002739726027397
a6cdbfd0a7bef417,2022,5.002739726027397
c46a9d4c505a95d1,2022,5.002739726027397
1ee8a6a4d8f26d65,2022,5.002739726027397
dd44cea0e0170cb8,2022,5.002739726027397
d27e8585bfedf59b,2022,5.002739726027397
d2d43918e5447c09,2022,5.002739726027397
82c6207791448e0c,2022,5.002739726027397
56ceb1a9c003ac3f,2022,5.0
82b7b915b7af9c17,2022,5.002739726027397
b2ba4d07e03b47ea,2022,5.002739726027397
6529877d9799822a,2022,5.002739726027397
0e22fe4e4e58faf4,2022,5.0
1ee7ecee9e7e131c,2022,5.002739726027397
5a12431e371f3ce9,2022,5.002739726027397
63a9152c9d95514c,2022,5.002739726027397
86e9da10bc176267,2022,5.002739726027397
185aa4f76ff15d62,2022,5.002739726027397
27f91e8d4ff4a6c1,2022,5.002739726027397
d8c205b4924f91b3,2022,5.002739726027397
b4a2999b439b1ba8,2022,5.002739726027397
0ce083454814c1ba,2022,5.002739726027397
ac1257069b2f4afd,2022,5.002739726027397
0f3900cdcd0c7f3e,2022,5.002739726027397
e3143d0c62e89749,2022,5.002739726027397
20874d4fa6e4c878,2022,5.002739726027397
f8a79eb20ade29af,2022,5.002739726027397
82c24f729c2e0092,2022,5.243835616438356
3477723044183b31,2022,5.243835616438356
b3757b6bb5f884d4,2022,5.243835616438356
0f9468a2e263d3a3,2022,5.002739726027397
66bbd8fb83f0abbb,2022,2.0
e1daa354ae5a61fd,2022,5.002739726027397
7a0e44767b51f0c4,2021,5.002739726027397
051066781c36ad55,2021,4.002739726027397
03bce905b71945aa,2021,5.002739726027397
0286c223fc4e626a,2021,5.002739726027397
559e4549a852aab2,2021,5.002739726027397
c8ff17063166050d,2021,5.002739726027397
f2e7c6dfd6a431c8,2021,5.002739726027397
2be10f342e68a89e,2021,5.002739726027397
c5e25f90c7006546,2021,1.9863013698630136
744a7a202d909323,2021,1.9863013698630136
449c74a92ebb61a4,2021,1.9863013698630136
c80801f9a71b030e,2021,4.002739726027397
6ec6e38041b50404,2021,5.002739726027397
f504bde0e613521d,2021,5.002739726027397
5823c91d9bece0e0,2021,5.002739726027397
7d8dc0575933f142,2021,5.002739726027397
7f29aa0291e79ae3,2021,5.002739726027397
5eda77c801e2df86,2021,5.002739726027397
65a47f93451f13de,2021,5.002739726027397
d28875fdad36c82a,2021,5.002739726027397
723ba544431f7874,2021,5.002739726027397
e9845b4128afd538,2021,5.002739726027397
22d6578b30f5a227,2021,5.002739726027397
c1e14f36f031a342,2021,5.002739726027397
438b59086f6ebd64,2021,5.002739726027397
eee469bd6d07f8db,2021,5.002739726027397
6fd73557577cf9ed,2021,5.002739726027397
425f13fb7e94add5,2021,5.002739726027397
a47713a44e4c656b,2021,5.002739726027397
536aac44b608f951,2021,5.002739726027397
84c868322995b179,2021,5.002739726027397
cef1c9957f4ff612,2021,5.002739726027397
ef9e2e35160ff85e,2021,5.002739726027397
d696a9daccdb2a9f,2021,5.002739726027397
e247b50a301ce26c,2021,5.002739726027397
e9c5d02aae54cdc5,2021,5.002739726027397
62462a9ca130376d,2021,5.002739726027397
b8370ceababbca40,2021,5.002739726027397
e38c6956b53dfd36,2021,5.002739726027397
50707a32ad8cbb69,2021,5.002739726027397
7980d204dbc3ecee,2021,5.002739726027397
19f06ccd7136a2b4,2021,5.002739726027397
d492f0e3e19d32f6,2021,3.745205479452055
5a7c1a87df0e05ed,2021,5.002739726027397
b865bde82d06ebb3,2021,5.002739726027397
fa67fbbcfc0b9442,2021,5.002739726027397
01fa8bfbc95c23b5,2021,5.002739726027397
c196d1e0963e6f03,2021,5.002739726027397
4d21561351ecd00a,2021,5.0
0703e437524f95a6,2021,5.0
0baac042dac42abc,2021,5.002739726027397
c2dc665e589f3592,2021,5.002739726027397
1e545ff455f7ea5d,2021,5.002739726027397
3976c9e492193315,2021,5.002739726027397
4d776db86abecdda,2021,5.002739726027397
adc9df2489ce090a,2021,5.002739726027397
ca63425a882729f3,2021,5.002739726027397
5f259ce91f0234a0,2021,5.002739726027397
ccf84a3373a69a9c,2021,5.002739726027397
17a23970b35a4f44,2021,5.002739726027397
8b0204e041dd3eb8,2021,5.002739726027397
3feda0b8b5637540,2021,5.002739726027397
5498bfcecf19dfa3,2021,5.002739726027397
60f31793e1e5f4e1,2021,5.002739726027397
ce22219c2049985c,2021,5.002739726027397
14e053dfe9057aa8,2021,5.002739726027397
3fb4f28492730d2e,2021,5.002739726027397
835211383d281d89,2021,5.002739726027397
0349c893b81f7c1a,2021,5.002739726027397
6aed3e65e2409383,2021,5.002739726027397
f419a1217eb38de5,2021,5.002739726027397
7a5a4a9578503a55,2021,5.002739726027397
f357d2d64485b9c9,2021,5.002739726027397
647d17d44745a532,2021,5.002739726027397
5f3c9c6bf76ba72d,2021,5.002739726027397
988394e53c8e52d9,2021,5.002739726027397
1fb1564dfb0f0b04,2021,5.002739726027397
6785be05d030779b,2021,5.002739726027397
dbaf9789160ca414,2021,5.002739726027397
4526aa14337a2b0c,2021,5.002739726027397
e353bc263ff15315,2021,3.0027397260273974
f11c7004acecc201,2021,5.002739726027397
c62b878b1ac43df9,2021,5.002739726027397
5b1b9a46b3303958,2021,5.002739726027397
60b45a1573fc53e9,2021,5.002739726027397
5140d3b40ac28386,2021,5.002739726027397
e86db251be2c8a60,2021,5.002739726027397
0ef56cba2362e463,2021,5.002739726027397
c00beaa800dd6765,2021,5.002739726027397
294ef6cb28408ec9,2021,5.002739726027397
b1401488f998c1f0,2021,5.002739726027397
2b2dd14fee46498d,2021,5.002739726027397
7b63c31cfd0eb65f,2021,3.0027397260273974
5a66027d34aafc52,2021,3.0027397260273974
e62f50581d828477,2021,5.002739726027397
629372a8091eafae,2021,5.002739726027397
6a5c2b35219601a3,2021,5.002739726027397
6a5cb89e80f86ce9,2021,5.002739726027397
41fb9717f70d3037,2021,5.076712328767123
96f061864e003c13,2021,5.0
8944c4f14bbcaa74,2021,5.002739726027397
2ed09d052beca65f,2021,5.383561643835616
b64f6faf47475193,2021,5.383561643835616
12b859326d482f3c,2021,5.383561643835616
4abc83fee59586b2,2021,5.002739726027397
4fd2ed9e6088176e,2021,5.002739726027397
a070117de35c0ca6,2021,5.002739726027397
4bede5d2af4cb11f,2021,5.002739726027397
cb20c04ba174a26c,2021,5.002739726027397
0dc53ac916660b90,2021,5.002739726027397
d7501476836cf315,2021,5.002739726027397
c3cedfa9440ef961,2021,5.002739726027397
f2fd56c195593dd8,2021,5.002739726027397
82c717a9a379b75c,2021,5.704109589041096
4c017087976d05eb,2020,5.002739726027397
cc533c087f06ad0d,2020,5.002739726027397
a69ec271f8651d1b,2020,5.002739726027397
a57845715134651a,2020,5.002739726027397
f6579adcbf5faa99,2020,5.002739726027397
b252ff42ce0b7443,2020,5.002739726027397
83e9484cfd868dd3,2020,5.002739726027397
6c6c5ba82977609b,2020,6.027397260273973
852cad2f53bda148,2020,5.002739726027397
b0deb8e9d0026b64,2020,5.002739726027397
56be1d745bbb4994,2020,5.002739726027397
dc45c7a6ef17f8b5,2020,5.0
e676143c80802a59,2020,5.002739726027397
e6e8add5e4db2d9d,2020,5.002739726027397
1c9bd4db3d8388f7,2020,5.002739726027397
5c38eab9ec86d29e,2020,5.002739726027397
940f73c19e947c57,2020,5.002739726027397
15d68159595eae09,2020,5.002739726027397
d42e05f2adc3128d,2020,5.002739726027397
dcb259767b98f381,2020,5.002739726027397
8b7145c13f36c324,2020,5.002739726027397
a7840a951b1de6c2,2020,5.002739726027397
b61363e51ed90c7a,2020,5.002739726027397
84d6a370e4f38ddc,2020,5.002739726027397
2f43fe24bd8e91e1,2020,5.002739726027397
de31b4b38af95036,2020,5.002739726027397
6b249c38b49ec9f0,2020,5.002739726027397
d3987535a95fbffd,2020,5.002739726027397
d4647f5217d84ba3,2020,0.0
de9a98c311683ef3,2020,5.002739726027397
499600b25aa202a4,2020,5.002739726027397
05822f92f304fcd6,2020,5.002739726027397
2dc23c6e3c55d2b2,2020,5.002739726027397
7dfcefd1ffeaa941,2020,5.002739726027397
a0c38b4389ad7cf7,2020,5.002739726027397
2ce275ae8d35fac3,2020,5.745205479452054
9529eb793550093c,2020,5.002739726027397
4a74e14530fefdb9,2020,5.002739726027397
424f6d496746258b,2020,5.002739726027397
b8437dbfeeaf0f04,2020,5.002739726027397
34ed6e13edd2ffdf,2020,6.7753424657534245
1c8567a1b1a6c12a,2020,5.002739726027397
5f3c4c189362c2e5,2020,5.002739726027397
5a1764ef77908457,2020,5.002739726027397
90c290ed4ded479d,2020,5.002739726027397
3d21719fb1cef7d9,2020,5.002739726027397
86462bcec4492bfa,2020,5.002739726027397
05a8a84b60a30ceb,2020,5.002739726027397
1f9f4b843070fc1b,2020,5.002739726027397
71d3720cad53b289,2020,5.002739726027397
598b6c745cdcd404,2020,5.002739726027397
5346d5a4418466ab,2020,5.002739726027397
01ce6f422bec823d,2020,5.002739726027397
18bb29b147e80caa,2020,5.002739726027397
7f02a580f5219377,2020,5.002739726027397
d3b779682ee988c8,2020,5.002739726027397
84ff17001564ea47,2020,5.002739726027397
96d69242a699323d,2020,5.002739726027397
4832a44c0df0bad2,2020,5.002739726027397
7f9eb1b8217d15ad,2020,5.002739726027397
2f418fb3ced3820a,2020,7.93972602739726
7c7e48e3aed8bfd4,2020,7.93972602739726
cfdacd53c732343c,2020,7.93972602739726
114e39b4da949e6d,2020,7.93972602739726
5162627872566ada,2020,7.93972602739726
21f23f5e8c270deb,2020,7.93972602739726
64ed7e55bdc50177,2020,4.936986301369863
9ad46ff913bb805f,2020,7.93972602739726
ec8a2a25cdbda634,2020,7.93972602739726
6e9496b7254e02e2,2020,7.93972602739726
59b026d889aa0309,2020,5.002739726027397
da2d3567a814d2d7,2020,5.002739726027397
ec1d79d2314e86c1,2020,5.002739726027397
43a4ca62d0c0b0da,2020,5.002739726027397
86f951a1aacb4912,2020,5.002739726027397
e56a494dd7eca1bd,2020,5.002739726027397
3983cd9d80386fb4,2020,5.002739726027397
fbdaf22c4f50391c,2020,5.002739726027397
e92ba97c2742e63d,2020,5.002739726027397
6bdca9f13e19572e,2020,5.002739726027397
102707a8c4d8a1b0,2020,5.002739726027397
1b797b27b981aafe,2020,5.002739726027397
8dd7098f5ca88e37,2020,6.2904109589041095
8cbf3163b308d25b,2020,6.2904109589041095
87286bdc06061018,2020,5.002739726027397
4750f5114dcaa60d,2020,5.002739726027397
6337d3dcc5362dc6,2020,5.002739726027397
f2ee8ab5b22d8083,2020,5.002739726027397
c459c68e95d54f87,2020,5.002739726027397
10233188161519ee,2020,5.002739726027397
d2d0b2521a1f186d,2020,5.002739726027397
50aef770cb4f028f,2020,5.002739726027397
c118ee1ff2d1bede,2020,5.0
cf39a4b97c8ce8dd,2020,5.002739726027397
a154a01ff4cf04c7,2020,5.002739726027397
dbbb56b48acbaf22,2020,5.002739726027397
f6a89befd13a643f,2020,5.002739726027397
8ee7145a1b48b578,2020,6.904109589041096
ffc773be022a69cc,2020,7.317808219178082
26bff52135d83d5c,2020,6.1506849315068495
c23ca69c2f7528d1,2020,6.1506849315068495
10f68581b43856d0,2020,6.1506849315068495
09220515a7edf3f9,2020,5.002739726027397
4a1120f92aadb337,2020,5.002739726027397
5ee0fb9826fec164,2020,5.002739726027397
373e7b1bc9066563,2020,6.96986301369863
24363a67840112f4,2020,5.002739726027397
8820852f4a1163b3,2020,6.994520547945205
ce14eb1b2318f054,2020,5.002739726027397
af6767c887ae930a,2020,5.002739726027397
d2f75cdaeb322e7f,2020,6.232876712328767
8c26a0896479a8fc,2020,6.961643835616439
de5719959fa04991,2020,5.715068493150685
d7300e1bfafed26e,2020,5.005479452054795
7015af58766db091,2020,5.005479452054795
d1c61604edcf6b7b,2020,5.005479452054795
d4fbfe2e67b2ab24,2020,5.005479452054795
5deb0179858d78a1,2020,5.005479452054795
5423483cd3c3b75a,2020,5.005479452054795
4c1ccde478ce063a,2020,5.005479452054795
85328590c0d7273f,2020,4.010958904109589
2d0b4100c3ead88a,2020,5.005479452054795
b3b7ac7aae87793d,2020,5.005479452054795
13aa4fffa5ebbf1d,2020,5.005479452054795
0cccd2e4515b67b0,2020,5.005479452054795
7fd52e58ce7ded81,2020,5.005479452054795
60ddb73190f675a2,2019,5.005479452054795
e56e14e8cbf89e3c,2019,5.005479452054795
c9b0cae8b5784d2d,2019,8.136986301369863
4844355021ea22f1,2019,5.005479452054795
21a1deda31c3e213,2019,5.005479452054795
d8aff63d56506605,2019,5.005479452054795
aca070da96add3b6,2019,5.005479452054795
983d16512ae92d46,2019,5.005479452054795
35482ae218713d54,2019,5.005479452054795
dd1472476dfe4a8b,2019,5.005479452054795
9f8c9a3aa64a9f8e,2019,5.005479452054795
2a07b85f61ac08b0,2019,5.005479452054795
077c28a0185d07ab,2019,5.005479452054795
c6c291cd525225b7,2019,5.005479452054795
7574381766e293c7,2019,5.005479452054795
a91ca8347f800ee7,2019,5.005479452054795
50026d0c17449cd4,2019,7.841095890410959
c8982f2e8de39b22,2019,4.421917808219178
f229a8078cb4ff82,2019,5.005479452054795
710c8d7f75c0a710,2019,5.005479452054795
0bb56716a1fbef1e,2019,5.005479452054795
ffd213e55eee8cc8,2019,5.005479452054795
977b04d04def60a7,2019,5.005479452054795
6eeed6fefb1f0243,2019,5.005479452054795
62313881916550ca,2019,5.005479452054795
6f8d7a6a1dea6a3a,2019,5.005479452054795
e6cffd14e732a030,2019,5.005479452054795
2f0be9733140e2c6,2019,5.005479452054795
0213bdb5ebb8dc19,2019,5.005479452054795
7941df665a432d27,2019,5.005479452054795
1d89cece70c6cb64,2019,5.005479452054795
47913a485c3c8a18,2019,5.005479452054795
b0b7b073ca2dfe5f,2019,5.005479452054795
60f3bd10ee9be85b,2019,5.005479452054795
5c3806bf79eeab7f,2019,5.005479452054795
65af80e5c6538215,2019,5.005479452054795
01e8805514b4ef67,2019,5.005479452054795
902dbd430adb77a5,2019,5.005479452054795
e1b08870ad5117a8,2019,5.005479452054795
83020f91ce1aaf68,2019,5.005479452054795
8ade0910a89717a8,2019,5.005479452054795
42d2e68c29d9eef7,2019,6.364383561643836
ae9574428bd713e6,2019,5.005479452054795
4ea21dc6d8ed8838,2019,5.005479452054795
c497da3fdb2f5027,2019,5.005479452054795
cc64f3b8666b17bf,2019,5.005479452054795
eac7be8886cb755b,2019,5.005479452054795
1ff5d648a625f3c7,2019,5.005479452054795
1a5f86cb1d942c37,2019,5.005479452054795
fbc78e2407910a4b,2019,5.005479452054795
f4b4b026e87b5086,2019,5.005479452054795
a531bd2b39f6b854,2019,5.005479452054795
05726637bd47a762,2019,5.005479452054795
33cada8c95bf55c5,2019,5.005479452054795
e93cb94a06c6957e,2019,5.005479452054795
6f480809fc73b635,2019,5.005479452054795
537154d2c4344d48,2019,5.005479452054795
4f8db13958be0f75,2019,5.005479452054795
e436e81f0267d646,2019,7.380821917808219
388b6899fb38b762,2019,5.005479452054795
6efd33ea5634a73d,2019,5.005479452054795
a6fe8fe0aaf2fa92,2019,5.005479452054795
cc5a3d2a52f99ab3,2019,5.005479452054795
088504703b9eedc1,2019,5.005479452054795
52f01507b91bcc54,2019,5.005479452054795
b61364c7f5f77f9c,2019,5.005479452054795
33cae5556509c3f7,2019,8.375342465753425
eac2041efb4cf9f7,2019,8.375342465753425
92aa6b2fcbfc7722,2019,5.002739726027397
91ca86a559ce9e56,2019,5.002739726027397
131ec924c42ef90b,2019,5.002739726027397
2ccabb1b26514e33,2019,5.002739726027397
afde7a688dcc5c83,2019,5.002739726027397
40fa0a4cb5193977,2019,5.002739726027397
84c8bf1f809380bc,2019,5.002739726027397
102bbdfcd696d7a9,2019,5.002739726027397
aadbb9992a672a1b,2019,5.002739726027397
79c729d80cb73939,2019,5.002739726027397
551cb15ad1100cab,2019,5.002739726027397
6dde54b8c6d592ef,2018,5.002739726027397
b87e576f43c8e6ae,2018,5.002739726027397
3569a615fc79f547,2018,5.002739726027397
7e426c62da58175b,2018,5.002739726027397
3da6e0f0f97b3d2f,2018,5.002739726027397
6c3e0fe95400f1f5,2018,5.002739726027397
19c7a1b1a2df87d7,2018,5.002739726027397
d08b5ddedd34448d,2018,5.002739726027397
f4d510a39278e687,2018,5.002739726027397
95774db1eb19b767,2018,5.002739726027397
46459cfb9c1045d8,2018,5.002739726027397
0ea6796582fa5732,2018,8.12054794520548
6eb6b29c45f6355f,2018,8.167123287671233
06e505abb8dad1b8,2018,10.008219178082191
08408cbc394e7421,2018,7.583561643835616
d32e5d4d5ff8b871,2018,8.830136986301369
ab8cf6af80a5c0e0,2018,8.104109589041096
b15c099c68671895,2018,8.104109589041096
3f4b6e4f245f6fab,2018,8.104109589041096
19c60923e31777e7,2018,8.104109589041096
7e24a5a087db6814,2018,8.150684931506849
cf32640f396edb87,2018,7.189041095890411
183a5cd3e2aaa0ec,2018,7.438356164383562
5bf118ffa29520c0,2018,7.438356164383562
e8adf99d340489ce,2018,7.438356164383562
4dc023ea2e3c4115,2018,8.063013698630137
40fc6ad0aed92913,2017,9.263013698630138
8d89e926a34fee1b,2017,6.983561643835617
915e919390e6f58b,2017,7.013698630136986
9a22a2bb323cfd0f,2017,7.638356164383562
4e43332ad64ff74a,2017,7.098630136986301
004e15849a538e9f,2017,9.175342465753424
b39155e8197af48e,2017,9.871232876712329
2eee0fdd5cdaf565,2017,10.353424657534246
dcd67613012044b3,2017,9.490410958904109
454f266801ae2ae0,2017,9.490410958904109
09b07fbbb24e1b04,2017,9.490410958904109
ea4f0c0a7b82f526,2017,9.490410958904109
cb862d0020c32547,2017,10.504109589041096
fcfd47d66ec6e37d,2017,8.926027397260274
30e9ce0969941ffb,2017,8.926027397260274
3f22bd3eaef5d64d,2016,10.005479452054795
27f4a9bbc92e892e,2016,8.093150684931507
78ef46252d580af0,2016,7.7835616438356166
60f0dd83c8f32b8c,2016,8.860273972602739
f3bedaa5ffeeadb1,2016,7.931506849315069
473cd41ed0aa433b,2015,9.613698630136986
a4bbf07046109fc9,2015,10.008219178082191
a3210e75e10a3ba8,2015,10.906849315068493
f2e00a1fee27bdd7,2015,10.01095890410959
21951e191e55b66e,2014,11.473972602739726
b4768c31e98b2170,2014,11.473972602739726
ba5cbf3c600d99ac,2014,10.252054794520548
fca2af05ee78ac5c,2010,15.01095890410959
37d74f3f1b825063,2022,5.002739726027397
b434dea9be2868db,2022,5.0
59a1b33cc4d5ea35,2022,5.0
7a8d4ed693d443d7,2022,5.0
7f8c814f4be177b1,2021,5.002739726027397
abc5ebc2d7461bae,2021,5.002739726027397
e0de946c5d93d594,2019,5.005479452054795
2b12c9b417106e2e,2019,5.005479452054795
22ec55e75e9aeb3b,2022,2.0027397260273974
926eacc8de8126e4,2022,2.0027397260273974
708177fecfa5ac8f,2022,2.0027397260273974
128db8d778eda1b9,2022,2.0027397260273974
c0e2072174ccf020,2022,5.002739726027397
16607f767d359d20,2022,2.0027397260273974
df3378b4553bef80,2022,1.9671232876712328
70fdd5c311a7432d,2022,5.002739726027397
8e7fc995564ffe31,2022,2.0
136d8ba21fa9c26d,2022,2.0
0107b7229173bf4d,2022,2.0
6d2343650a213ca5,2022,5.002739726027397
58fdc89ee3768634,2022,5.002739726027397
a7bc83e47bb2135c,2022,5.002739726027397
3547f0d70f3bba57,2021,5.002739726027397
31a37fa49b790dcd,2021,5.002739726027397
