,number,value,datetime_start,datetime_complete,duration,params_l2_leaf_reg,params_learning_rate,params_tree_depth,state
13,13,0.7067673992673993,2023-11-16 07:38:15.327309,2023-11-16 07:39:38.011014,0 days 00:01:22.683705,12.739155386498357,0.07548133160010317,6,COMPLETE
14,14,0.7067673992673993,2023-11-16 07:39:38.019220,2023-11-16 07:41:26.945979,0 days 00:01:48.926759,23.960636712773827,0.04426432350878738,8,COMPLETE
15,15,0.7067673992673993,2023-11-16 07:41:26.952236,2023-11-16 07:43:04.625558,0 days 00:01:37.673322,18.578309294618535,0.016655446310382953,7,COMPLETE
16,16,0.6942673992673993,2023-11-16 07:43:04.630668,2023-11-16 07:45:11.421393,0 days 00:02:06.790725,11.471112482910852,0.037347690505505765,9,COMPLETE
17,17,0.7067673992673993,2023-11-16 07:45:11.428967,2023-11-16 07:46:30.644526,0 days 00:01:19.215559,17.65027770951616,0.05486031222297766,5,COMPLETE
18,18,0.7067673992673993,2023-11-16 07:46:30.649970,2023-11-16 07:48:39.212696,0 days 00:02:08.562726,20.98489869893967,0.06401312302981295,9,COMPLETE
19,19,0.7067673992673993,2023-11-16 07:48:39.219355,2023-11-16 07:50:23.431201,0 days 00:01:44.211846,15.3004668113301,0.047925298220774445,7,COMPLETE
20,20,0.7067673992673993,2023-11-16 07:50:23.435657,2023-11-16 07:53:05.396897,0 days 00:02:41.961240,25.68657289359325,0.015682627743160503,10,COMPLETE
21,21,0.6942673992673993,2023-11-16 07:53:05.404507,2023-11-16 07:54:25.457293,0 days 00:01:20.052786,1.1334618654252542,0.08457653279238977,8,COMPLETE
22,22,0.7067673992673993,2023-11-16 07:54:25.465308,2023-11-16 07:56:03.677229,0 days 00:01:38.211921,7.949306614800037,0.08964849665073407,8,COMPLETE
23,23,0.7067673992673993,2023-11-16 07:56:03.682358,2023-11-16 07:57:56.528217,0 days 00:01:52.845859,4.890582947821666,0.07215951756053521,9,COMPLETE
24,24,0.7067673992673993,2023-11-16 07:57:56.534061,2023-11-16 07:59:07.569940,0 days 00:01:11.035879,9.787238274869296,0.08023794165238507,5,COMPLETE
25,25,0.6934340659340659,2023-11-16 07:59:07.578483,2023-11-16 08:00:28.828321,0 days 00:01:21.249838,5.791734273097506,0.09020410018079125,7,COMPLETE
26,26,0.7067673992673993,2023-11-16 08:00:28.832946,2023-11-16 08:02:16.988893,0 days 00:01:48.155947,13.170400070990821,0.06830615862596823,8,COMPLETE
27,27,0.6942673992673993,2023-11-16 08:02:16.996961,2023-11-16 08:05:01.500917,0 days 00:02:44.503956,11.495146185365318,0.051963692763269446,10,COMPLETE
28,28,0.6567673992673992,2023-11-16 08:05:01.505925,2023-11-16 08:06:34.964508,0 days 00:01:33.458583,16.371540567788845,0.07836029272425708,6,COMPLETE
29,29,0.7067673992673993,2023-11-16 08:06:34.971313,2023-11-16 08:08:45.619141,0 days 00:02:10.647828,24.38662094536752,0.09595466065815936,9,COMPLETE
30,30,0.7067673992673993,2023-11-16 08:08:45.626203,2023-11-16 08:10:25.939111,0 days 00:01:40.312908,21.99617691333566,0.0941588328537627,7,COMPLETE
31,31,0.7067673992673993,2023-11-16 08:10:25.948105,2023-11-16 08:12:15.557191,0 days 00:01:49.609086,26.210900387479096,0.09945556993182894,8,COMPLETE
32,32,0.7067673992673993,2023-11-16 08:12:15.563497,2023-11-16 08:14:04.120970,0 days 00:01:48.557473,27.412278938835513,0.08202136662835773,8,COMPLETE
33,33,0.7067673992673993,2023-11-16 08:14:04.127995,2023-11-16 08:16:11.801517,0 days 00:02:07.673522,19.653316290826385,0.08682604387575982,9,COMPLETE
34,34,0.7067673992673993,2023-11-16 08:16:11.806237,2023-11-16 08:18:01.830828,0 days 00:01:50.024591,22.969562440216365,0.059318656462799386,8,COMPLETE
35,35,0.7067673992673993,2023-11-16 08:18:01.836039,2023-11-16 08:20:45.437291,0 days 00:02:43.601252,29.989364161673457,0.07056384120665923,10,COMPLETE
36,36,0.7067673992673993,2023-11-16 08:20:45.444548,2023-11-16 08:22:24.087582,0 days 00:01:38.643034,20.339755926065937,0.07827727715531478,7,COMPLETE
37,37,0.7067673992673993,2023-11-16 08:22:24.093345,2023-11-16 08:24:39.960710,0 days 00:02:15.867365,22.344795357892096,0.06186420141432767,9,COMPLETE
38,38,0.7067673992673993,2023-11-16 08:24:39.965459,2023-11-16 08:25:52.369729,0 days 00:01:12.404270,18.018919817634526,0.09313451711868136,5,COMPLETE
39,39,0.7067673992673993,2023-11-16 08:25:52.375689,2023-11-16 08:27:19.415891,0 days 00:01:27.040202,28.390187568769807,0.08540593054887738,6,COMPLETE
40,40,0.7067673992673993,2023-11-16 08:27:19.421387,2023-11-16 08:28:59.260006,0 days 00:01:39.838619,24.634777508456494,0.06594784858895007,7,COMPLETE
41,41,0.7067673992673993,2023-11-16 08:28:59.266722,2023-11-16 08:31:41.138994,0 days 00:02:41.872272,23.543483264482113,0.07399204136933335,10,COMPLETE
42,42,0.7067673992673993,2023-11-16 08:31:41.146996,2023-11-16 08:34:23.079115,0 days 00:02:41.932119,19.877276181030332,0.09962456732595272,10,COMPLETE
43,43,0.7067673992673993,2023-11-16 08:34:23.083827,2023-11-16 08:36:26.776353,0 days 00:02:03.692526,14.534270051113864,0.08997539477472646,9,COMPLETE
44,44,0.7067673992673993,2023-11-16 08:36:26.782349,2023-11-16 08:39:08.685750,0 days 00:02:41.903401,16.17204783555769,0.08289482827765378,10,COMPLETE
45,45,0.7067673992673993,2023-11-16 08:39:08.693294,2023-11-16 08:41:17.642311,0 days 00:02:08.949017,21.479761658038562,0.07596562114416427,9,COMPLETE
46,46,0.7067673992673993,2023-11-16 08:41:17.649420,2023-11-16 08:43:15.538457,0 days 00:01:57.889037,25.90233917975417,0.039582845040096334,8,COMPLETE
47,47,0.7067673992673993,2023-11-16 08:43:15.544510,2023-11-16 08:44:43.431346,0 days 00:01:27.886836,17.126330966368084,0.0592058340394957,6,COMPLETE
48,48,0.7067673992673993,2023-11-16 08:44:43.435816,2023-11-16 08:46:23.215543,0 days 00:01:39.779727,19.575407160425804,0.06844147128359326,7,COMPLETE
49,49,0.6867673992673993,2023-11-16 08:46:23.225492,2023-11-16 08:47:32.184553,0 days 00:01:08.959061,18.8222373538343,0.08704342636642393,4,COMPLETE
50,50,0.7067673992673993,2023-11-16 08:47:32.189519,2023-11-16 08:50:16.279255,0 days 00:02:44.089736,28.225650513477238,0.09280352512031428,10,COMPLETE
51,51,0.7067673992673993,2023-11-16 08:50:16.283984,2023-11-16 08:51:18.265013,0 days 00:01:01.981029,1.1363554387581773,0.05212463921589347,4,COMPLETE
52,52,0.6567673992673992,2023-11-16 08:51:18.269358,2023-11-16 08:52:37.934585,0 days 00:01:19.665227,21.076646567030423,0.0563669278395294,5,COMPLETE
53,53,0.6967673992673993,2023-11-16 08:52:37.945459,2023-11-16 08:53:56.893084,0 days 00:01:18.947625,14.480891971361867,0.04427153635977333,5,COMPLETE
54,54,0.6567673992673992,2023-11-16 08:53:56.900043,2023-11-16 08:55:01.407304,0 days 00:01:04.507261,2.785177398191852,0.04897414232040212,4,COMPLETE
55,55,0.6942673992673993,2023-11-16 08:55:01.411490,2023-11-16 08:57:08.435589,0 days 00:02:07.024099,7.699364146960277,0.07336189526432708,9,COMPLETE
56,56,0.7067673992673993,2023-11-16 08:57:08.441720,2023-11-16 08:58:53.889981,0 days 00:01:45.448261,9.877073357005418,0.06453146611198701,8,COMPLETE
57,57,0.7067673992673993,2023-11-16 08:58:53.897704,2023-11-16 09:01:01.916586,0 days 00:02:08.018882,13.234493218797704,0.029323849938683463,9,COMPLETE
58,58,0.7467673992673993,2023-11-16 09:01:01.922232,2023-11-16 09:03:17.366284,0 days 00:02:15.444052,4.98760171169771,0.07795826548058084,10,COMPLETE
59,59,0.7067673992673993,2023-11-16 09:03:17.370539,2023-11-16 09:05:35.420570,0 days 00:02:18.050031,5.393134171255836,0.0815059245433574,10,COMPLETE
60,60,0.7467673992673993,2023-11-16 09:05:35.424732,2023-11-16 09:08:03.210345,0 days 00:02:27.785613,6.734766425162025,0.07781980974188976,10,COMPLETE
61,61,0.7342673992673994,2023-11-16 09:08:03.232660,2023-11-16 09:10:33.525033,0 days 00:02:30.292373,6.963683154313437,0.07988033541431051,10,COMPLETE
62,62,0.7342673992673994,2023-11-16 09:10:33.533562,2023-11-16 09:12:49.539135,0 days 00:02:16.005573,4.7254884686756515,0.08055065133847276,10,COMPLETE
63,63,0.7342673992673994,2023-11-16 09:12:49.545195,2023-11-16 09:15:13.450798,0 days 00:02:23.905603,6.5235883081837756,0.07894884261731967,10,COMPLETE
64,64,0.7467673992673993,2023-11-16 09:15:13.457083,2023-11-16 09:17:43.428404,0 days 00:02:29.971321,7.240507305021099,0.07840218127851623,10,COMPLETE
65,65,0.7467673992673993,2023-11-16 09:17:43.436436,2023-11-16 09:20:18.239904,0 days 00:02:34.803468,6.6921140101311485,0.07822575596968442,10,COMPLETE
66,66,0.7467673992673993,2023-11-16 09:20:18.246396,2023-11-16 09:22:44.127973,0 days 00:02:25.881577,6.477242672164985,0.07726027549879425,10,COMPLETE
67,67,0.7067673992673993,2023-11-16 09:22:44.136473,2023-11-16 09:25:00.353261,0 days 00:02:16.216788,4.352174341834006,0.07573440304689004,10,COMPLETE
68,68,0.7342673992673994,2023-11-16 09:25:00.361371,2023-11-16 09:27:25.186126,0 days 00:02:24.824755,6.416013639383741,0.0826949513159983,10,COMPLETE
69,69,0.6942673992673993,2023-11-16 09:27:25.190475,2023-11-16 09:29:39.733466,0 days 00:02:14.542991,3.809457028462626,0.07105391005829455,10,COMPLETE
70,70,0.7467673992673993,2023-11-16 09:29:39.741242,2023-11-16 09:32:12.797150,0 days 00:02:33.055908,7.403884051453281,0.0773753141432818,10,COMPLETE
71,71,0.7342673992673994,2023-11-16 09:32:12.804898,2023-11-16 09:34:40.540898,0 days 00:02:27.736000,6.461982501205932,0.07796348169826617,10,COMPLETE
72,72,0.7467673992673993,2023-11-16 09:34:40.546780,2023-11-16 09:37:08.187271,0 days 00:02:27.640491,7.316963068819685,0.08366024058189579,10,COMPLETE
73,73,0.7467673992673993,2023-11-16 09:37:08.191917,2023-11-16 09:39:36.871873,0 days 00:02:28.679956,7.478985646845628,0.0855633088069547,10,COMPLETE
74,74,0.7067673992673993,2023-11-16 09:39:36.879161,2023-11-16 09:42:15.304882,0 days 00:02:38.425721,8.357267475152385,0.08490885722508422,10,COMPLETE
75,75,0.7342673992673994,2023-11-16 09:42:15.310923,2023-11-16 09:44:43.495456,0 days 00:02:28.184533,7.46525864405201,0.08700274990073605,10,COMPLETE
76,76,0.7067673992673993,2023-11-16 09:44:43.502249,2023-11-16 09:47:13.883405,0 days 00:02:30.381156,8.376186015656096,0.0752502503075083,10,COMPLETE
77,77,0.7067673992673993,2023-11-16 09:47:13.891087,2023-11-16 09:49:44.914717,0 days 00:02:31.023630,9.351737399850306,0.08401843464218946,10,COMPLETE
78,78,0.6809340659340659,2023-11-16 09:49:44.920176,2023-11-16 09:51:37.417477,0 days 00:01:52.497301,5.705637285259968,0.08768408959621107,9,COMPLETE
79,79,0.7342673992673994,2023-11-16 09:51:37.437296,2023-11-16 09:54:10.061051,0 days 00:02:32.623755,7.5557440349007345,0.07685346437791651,10,COMPLETE
80,80,0.6942673992673993,2023-11-16 09:54:10.067333,2023-11-16 09:56:07.063522,0 days 00:01:56.996189,8.847139532003649,0.0727893662995246,9,COMPLETE
81,81,0.7467673992673993,2023-11-16 09:56:07.068351,2023-11-16 09:58:34.546469,0 days 00:02:27.478118,6.853333045960392,0.08040418635142797,10,COMPLETE
82,82,0.7467673992673993,2023-11-16 09:58:34.552720,2023-11-16 10:00:55.364925,0 days 00:02:20.812205,5.376789570404111,0.08120676966901018,10,COMPLETE
83,83,0.7342673992673994,2023-11-16 10:00:55.370258,2023-11-16 10:03:29.662173,0 days 00:02:34.291915,6.94575321000272,0.0770437676980331,10,COMPLETE
84,84,0.7342673992673994,2023-11-16 10:03:29.667468,2023-11-16 10:05:48.644093,0 days 00:02:18.976625,6.019841795066116,0.08409288596105043,10,COMPLETE
85,85,0.6942673992673993,2023-11-16 10:05:48.654448,2023-11-16 10:08:18.021872,0 days 00:02:29.367424,7.084145890168866,0.07015505095271937,10,COMPLETE
86,86,0.7467673992673993,2023-11-16 10:08:18.028588,2023-11-16 10:10:30.998765,0 days 00:02:12.970177,4.988807366958673,0.08991651453167943,10,COMPLETE
87,87,0.7342673992673994,2023-11-16 10:10:31.011883,2023-11-16 10:12:58.473549,0 days 00:02:27.461666,6.161435403107321,0.0793153198545136,10,COMPLETE
88,88,0.7067673992673993,2023-11-16 10:12:58.481368,2023-11-16 10:14:56.423724,0 days 00:01:57.942356,7.829992540347397,0.07345991389710901,9,COMPLETE
89,89,0.7067673992673993,2023-11-16 10:14:56.430316,2023-11-16 10:17:33.026242,0 days 00:02:36.595926,10.100566634600694,0.0826618535511529,10,COMPLETE
90,90,0.7067673992673993,2023-11-16 10:17:33.032136,2023-11-16 10:19:29.936988,0 days 00:01:56.904852,8.659851973942438,0.08828480138819869,9,COMPLETE
91,91,0.7342673992673994,2023-11-16 10:19:29.944255,2023-11-16 10:21:50.049711,0 days 00:02:20.105456,5.265958879593143,0.08211871439833884,10,COMPLETE
92,92,0.7342673992673994,2023-11-16 10:21:50.057612,2023-11-16 10:24:16.143010,0 days 00:02:26.085398,5.6279018266860135,0.08006834351160752,10,COMPLETE
93,93,0.6942673992673993,2023-11-16 10:24:16.147737,2023-11-16 10:26:29.853786,0 days 00:02:13.706049,4.151721577924549,0.08507869327121852,10,COMPLETE
94,94,0.7467673992673993,2023-11-16 10:26:29.862088,2023-11-16 10:28:58.082654,0 days 00:02:28.220566,7.114608737775218,0.0752867470149815,10,COMPLETE
95,95,0.6942673992673993,2023-11-16 10:28:58.088885,2023-11-16 10:31:27.659420,0 days 00:02:29.570535,8.014770552393635,0.07688845801616996,10,COMPLETE
96,96,0.720934065934066,2023-11-16 10:31:27.665628,2023-11-16 10:33:47.966732,0 days 00:02:20.301104,6.169062428583986,0.09154616025733467,10,COMPLETE
97,97,0.7067673992673993,2023-11-16 10:33:47.974737,2023-11-16 10:35:43.302961,0 days 00:01:55.328224,9.141295662836315,0.09560116793541265,9,COMPLETE
98,98,0.7467673992673993,2023-11-16 10:35:43.309256,2023-11-16 10:38:00.371047,0 days 00:02:17.061791,5.334348087700617,0.0801097824108156,10,COMPLETE
99,99,0.7342673992673994,2023-11-16 10:38:00.376662,2023-11-16 10:40:26.702351,0 days 00:02:26.325689,6.84952320476963,0.08581153392909742,10,COMPLETE
100,100,0.6942673992673993,2023-11-16 10:40:26.707725,2023-11-16 10:42:47.315199,0 days 00:02:20.607474,4.760379033711834,0.06843232661025485,10,COMPLETE
101,101,0.7467673992673993,2023-11-16 10:42:47.320024,2023-11-16 10:45:04.921363,0 days 00:02:17.601339,5.0279317767236025,0.08905847449149039,10,COMPLETE
102,102,0.7467673992673993,2023-11-16 10:45:04.926612,2023-11-16 10:47:34.588914,0 days 00:02:29.662302,5.8201619247175005,0.08121323933894718,10,COMPLETE
103,103,0.6942673992673993,2023-11-16 10:47:34.596324,2023-11-16 10:50:01.530077,0 days 00:02:26.933753,6.529277428970906,0.08995290143199394,10,COMPLETE
104,104,0.6942673992673993,2023-11-16 10:50:01.538925,2023-11-16 10:51:44.112830,0 days 00:01:42.573905,3.3933013874615408,0.07824367666192876,9,COMPLETE
105,105,0.7342673992673994,2023-11-16 10:51:44.119472,2023-11-16 10:54:09.723138,0 days 00:02:25.603666,7.484724883617174,0.09141080530200112,10,COMPLETE
106,106,0.7342673992673994,2023-11-16 10:54:09.729139,2023-11-16 10:56:26.554647,0 days 00:02:16.825508,4.533141434781433,0.08351887594301803,10,COMPLETE
107,107,0.7467673992673993,2023-11-16 10:56:26.561756,2023-11-16 10:58:55.186136,0 days 00:02:28.624380,8.147811135013331,0.08726631971158097,10,COMPLETE
108,108,0.7342673992673994,2023-11-16 10:58:55.196227,2023-11-16 11:01:14.680692,0 days 00:02:19.484465,5.205612285987215,0.07363686658363816,10,COMPLETE
109,109,0.6942673992673993,2023-11-16 11:01:14.688456,2023-11-16 11:03:01.427017,0 days 00:01:46.738561,3.821644369231578,0.08154251496148654,9,COMPLETE
110,110,0.7342673992673994,2023-11-16 11:03:01.431792,2023-11-16 11:05:21.252469,0 days 00:02:19.820677,5.831230938702578,0.08559377095019872,10,COMPLETE
111,111,0.7467673992673993,2023-11-16 11:05:21.258432,2023-11-16 11:07:48.783542,0 days 00:02:27.525110,7.003844246990106,0.07585588315809931,10,COMPLETE
112,112,0.7467673992673993,2023-11-16 11:07:48.788285,2023-11-16 11:10:30.463371,0 days 00:02:41.675086,7.3021039278661055,0.07789624137713556,10,COMPLETE
113,113,0.7467673992673993,2023-11-16 11:10:30.468970,2023-11-16 11:12:56.194934,0 days 00:02:25.725964,6.425077145299468,0.07520263265572442,10,COMPLETE
114,114,0.7342673992673994,2023-11-16 11:12:56.203134,2023-11-16 11:15:28.691709,0 days 00:02:32.488575,7.793097420193535,0.07095369809869516,10,COMPLETE
115,115,0.7067673992673993,2023-11-16 11:15:28.701942,2023-11-16 11:18:07.548546,0 days 00:02:38.846604,8.61555586389577,0.07465457191201916,10,COMPLETE
116,116,0.7467673992673993,2023-11-16 11:18:07.553807,2023-11-16 11:20:39.104631,0 days 00:02:31.550824,6.984928089822563,0.07896652420549749,10,COMPLETE
117,117,0.7342673992673994,2023-11-16 11:20:39.111280,2023-11-16 11:23:05.460907,0 days 00:02:26.349627,5.9191175800011715,0.08341200719057518,10,COMPLETE
118,118,0.7342673992673994,2023-11-16 11:23:05.466207,2023-11-16 11:25:29.211540,0 days 00:02:23.745333,4.824164391460693,0.072772249454719,10,COMPLETE
119,119,0.7067673992673993,2023-11-16 11:25:29.216121,2023-11-16 11:28:12.111215,0 days 00:02:42.895094,9.388201924448904,0.08090372476304535,10,COMPLETE
120,120,0.7067673992673993,2023-11-16 11:28:12.117973,2023-11-16 11:29:53.973908,0 days 00:01:41.855935,2.9024562751616667,0.08798657494378757,9,COMPLETE
121,121,0.7342673992673994,2023-11-16 11:29:53.981858,2023-11-16 11:32:24.320938,0 days 00:02:30.339080,5.576749223301031,0.07971456453287133,10,COMPLETE
122,122,0.7467673992673993,2023-11-16 11:32:24.328752,2023-11-16 11:34:49.789994,0 days 00:02:25.461242,5.143096058723103,0.07713317589439124,10,COMPLETE
123,123,0.7342673992673994,2023-11-16 11:34:49.795603,2023-11-16 11:37:21.424306,0 days 00:02:31.628703,6.457703226109016,0.08162087033590006,10,COMPLETE
124,124,0.6942673992673993,2023-11-16 11:37:21.435666,2023-11-16 11:39:40.406409,0 days 00:02:18.970743,4.1566410592362155,0.08534458245898484,10,COMPLETE
125,125,0.7067673992673993,2023-11-16 11:39:40.413986,2023-11-16 11:42:17.144799,0 days 00:02:36.730813,7.417664915042954,0.07926299921806237,10,COMPLETE
126,126,0.6942673992673993,2023-11-16 11:42:17.150893,2023-11-16 11:44:54.711444,0 days 00:02:37.560551,8.166662734686836,0.0748596933518135,10,COMPLETE
127,127,0.7467673992673993,2023-11-16 11:44:54.718652,2023-11-16 11:47:22.515182,0 days 00:02:27.796530,5.5299369276526535,0.07194073049663835,10,COMPLETE
128,128,0.7067673992673993,2023-11-16 11:47:22.520835,2023-11-16 11:49:55.946468,0 days 00:02:33.425633,6.691988814257342,0.08364478321335936,10,COMPLETE
129,129,0.7067673992673993,2023-11-16 11:49:55.951266,2023-11-16 11:52:18.819201,0 days 00:02:22.867935,4.426895618527077,0.07759710849294459,10,COMPLETE
130,130,0.6942673992673993,2023-11-16 11:52:18.824890,2023-11-16 11:54:54.222927,0 days 00:02:35.398037,7.337549201483591,0.0693250649185568,10,COMPLETE
131,131,0.7467673992673993,2023-11-16 11:54:54.228336,2023-11-16 11:57:17.736757,0 days 00:02:23.508421,4.981248710441019,0.08871108568890694,10,COMPLETE
132,132,0.7467673992673993,2023-11-16 11:57:17.744007,2023-11-16 11:59:37.318627,0 days 00:02:19.574620,5.251903944527239,0.09002729841564494,10,COMPLETE
133,133,0.7342673992673994,2023-11-16 11:59:37.326653,2023-11-16 12:02:01.647524,0 days 00:02:24.320871,6.296409605249387,0.09347893213673553,10,COMPLETE
134,134,0.7067673992673993,2023-11-16 12:02:01.653959,2023-11-16 12:04:17.042151,0 days 00:02:15.388192,3.2984246047748815,0.0811000178197694,10,COMPLETE
135,135,0.7342673992673994,2023-11-16 12:04:17.046558,2023-11-16 12:06:52.464133,0 days 00:02:35.417575,5.976167663586374,0.08628367762597598,10,COMPLETE
136,136,0.6942673992673993,2023-11-16 12:06:52.468446,2023-11-16 12:08:57.863281,0 days 00:02:05.394835,2.344922332014371,0.08334148614360154,10,COMPLETE
137,137,0.6942673992673993,2023-11-16 12:08:57.867807,2023-11-16 12:11:18.170974,0 days 00:02:20.303167,3.7819553854556407,0.09748293252855833,10,COMPLETE
138,138,0.7067673992673993,2023-11-16 12:11:18.194278,2023-11-16 12:13:49.022178,0 days 00:02:30.827900,4.8419997737298655,0.06640164103084345,10,COMPLETE
139,139,0.6942673992673993,2023-11-16 12:13:49.026957,2023-11-16 12:15:53.793439,0 days 00:02:04.766482,7.982568600875434,0.08899916195703031,9,COMPLETE
140,140,0.7067673992673993,2023-11-16 12:15:53.801476,2023-11-16 12:18:23.236095,0 days 00:02:29.434619,6.801626744547577,0.07672233666078242,10,COMPLETE
141,141,0.7467673992673993,2023-11-16 12:18:23.243819,2023-11-16 12:20:53.605070,0 days 00:02:30.361251,5.554513092659366,0.07996013632812346,10,COMPLETE
142,142,0.7467673992673993,2023-11-16 12:20:53.611597,2023-11-16 12:23:19.869624,0 days 00:02:26.258027,5.734812683968016,0.08174694341216611,10,COMPLETE
143,143,0.7342673992673994,2023-11-16 12:23:19.875997,2023-11-16 12:25:44.760423,0 days 00:02:24.884426,6.130017712496745,0.09210465601598357,10,COMPLETE
144,144,0.7467673992673993,2023-11-16 12:25:44.766315,2023-11-16 12:28:13.966008,0 days 00:02:29.199693,7.252661133264434,0.08524999229198837,10,COMPLETE
145,145,0.6942673992673993,2023-11-16 12:28:13.971792,2023-11-16 12:30:48.566567,0 days 00:02:34.594775,8.681713088971614,0.0789718222988033,10,COMPLETE
146,146,0.6942673992673993,2023-11-16 12:30:48.574693,2023-11-16 12:33:09.752221,0 days 00:02:21.177528,4.474740239868126,0.07414887002087042,10,COMPLETE
147,147,0.7342673992673994,2023-11-16 12:33:09.759502,2023-11-16 12:35:39.871641,0 days 00:02:30.112139,6.7316429089407235,0.08203021613425009,10,COMPLETE
148,148,0.7467673992673993,2023-11-16 12:35:39.876603,2023-11-16 12:38:01.036760,0 days 00:02:21.160157,5.169316305649434,0.08673003397828269,10,COMPLETE
149,149,0.6942673992673993,2023-11-16 12:38:01.042100,2023-11-16 12:40:36.243229,0 days 00:02:35.201129,8.039875688491394,0.07674588238849345,10,COMPLETE
150,150,0.7342673992673994,2023-11-16 12:40:36.249474,2023-11-16 12:42:59.248819,0 days 00:02:22.999345,6.071536410235034,0.08425131535370227,10,COMPLETE
151,151,0.7467673992673993,2023-11-16 12:42:59.256410,2023-11-16 12:45:38.811652,0 days 00:02:39.555242,7.544049564411325,0.08724399069436733,10,COMPLETE
152,152,0.7067673992673993,2023-11-16 12:45:38.816326,2023-11-16 12:48:17.537269,0 days 00:02:38.720943,10.404660280376602,0.08071307231977037,10,COMPLETE
153,153,0.6942673992673993,2023-11-16 12:48:17.543251,2023-11-16 12:50:49.249830,0 days 00:02:31.706579,8.391447785230383,0.09048743516059024,10,COMPLETE
154,154,0.7342673992673994,2023-11-16 12:50:49.256239,2023-11-16 12:53:16.109623,0 days 00:02:26.853384,6.9309675021577455,0.083100106258407,10,COMPLETE
155,155,0.6942673992673993,2023-11-16 12:53:16.115476,2023-11-16 12:55:47.921382,0 days 00:02:31.805906,8.02411027052255,0.09541463317497059,10,COMPLETE
156,156,0.7067673992673993,2023-11-16 12:55:47.926168,2023-11-16 12:58:27.088530,0 days 00:02:39.162362,9.231668637368795,0.07844909084544321,10,COMPLETE
157,157,0.7467673992673993,2023-11-16 12:58:27.093125,2023-11-16 13:00:56.595670,0 days 00:02:29.502545,6.375380733082779,0.07218211925178647,10,COMPLETE
158,158,0.7467673992673993,2023-11-16 13:00:56.600689,2023-11-16 13:03:24.084946,0 days 00:02:27.484257,5.625392629151719,0.07516858135684278,10,COMPLETE
159,159,0.6942673992673993,2023-11-16 13:03:24.091399,2023-11-16 13:05:33.367178,0 days 00:02:09.275779,4.050194818674834,0.08738084168590055,10,COMPLETE
160,160,0.6942673992673993,2023-11-16 13:05:33.375952,2023-11-16 13:07:30.569399,0 days 00:01:57.193447,7.576030133469119,0.08043910330864257,9,COMPLETE
161,161,0.7467673992673993,2023-11-16 13:07:30.577476,2023-11-16 13:10:10.449270,0 days 00:02:39.871794,6.987085460765268,0.07588633366780728,10,COMPLETE
162,162,0.7067673992673993,2023-11-16 13:10:10.455567,2023-11-16 13:12:38.251703,0 days 00:02:27.796136,7.2368019628148454,0.07833515974776667,10,COMPLETE
163,163,0.7067673992673993,2023-11-16 13:12:38.260459,2023-11-16 13:14:57.709759,0 days 00:02:19.449300,4.806279061204976,0.07562067170932349,10,COMPLETE
164,164,0.7342673992673994,2023-11-16 13:14:57.718682,2023-11-16 13:17:23.801662,0 days 00:02:26.082980,6.502693478042384,0.08273420598762421,10,COMPLETE
