,number,value,datetime_start,datetime_complete,duration,params_l2_leaf_reg,params_learning_rate,params_tree_depth,state
165,165,0.7067673992673993,2023-11-16 13:17:23.810197,2023-11-16 13:19:55.250555,0 days 00:02:31.440358,8.780966758887365,0.08496865814538607,10,COMPLETE
166,166,0.7467673992673993,2023-11-16 13:19:55.257346,2023-11-16 13:22:24.503201,0 days 00:02:29.245855,5.3277725940370635,0.07280418259454645,10,COMPLETE
167,167,0.7342673992673994,2023-11-16 13:22:24.507610,2023-11-16 13:24:53.786057,0 days 00:02:29.278447,5.986459115907412,0.08040123680883896,10,COMPLETE
168,168,0.7342673992673994,2023-11-16 13:24:53.791217,2023-11-16 13:27:16.940831,0 days 00:02:23.149614,6.891164030931609,0.08941356117428784,10,COMPLETE
169,169,0.7067673992673993,2023-11-16 13:27:16.947266,2023-11-16 13:29:53.780043,0 days 00:02:36.832777,7.858223645103845,0.07730952036361455,10,COMPLETE
170,170,0.7342673992673994,2023-11-16 13:29:53.784886,2023-11-16 13:32:22.052175,0 days 00:02:28.267289,6.196737148996088,0.09291485587486513,10,COMPLETE
171,171,0.7467673992673993,2023-11-16 13:32:22.058948,2023-11-16 13:35:06.154854,0 days 00:02:44.095906,7.239664447194333,0.07853519541340563,10,COMPLETE
172,172,0.6942673992673993,2023-11-16 13:35:06.162467,2023-11-16 13:37:41.944029,0 days 00:02:35.781562,8.192860139266886,0.07446327994838528,10,COMPLETE
173,173,0.7467673992673993,2023-11-16 13:37:41.952510,2023-11-16 13:40:15.681830,0 days 00:02:33.729320,7.257767124843245,0.07643853222971185,10,COMPLETE
174,174,0.7467673992673993,2023-11-16 13:40:15.688629,2023-11-16 13:42:42.032357,0 days 00:02:26.343728,6.647978046560495,0.08103634980326305,10,COMPLETE
175,175,0.7467673992673993,2023-11-16 13:42:42.041822,2023-11-16 13:45:04.992219,0 days 00:02:22.950397,5.412703580791045,0.07859294909179403,10,COMPLETE
176,176,0.6942673992673993,2023-11-16 13:45:05.000062,2023-11-16 13:47:30.489543,0 days 00:02:25.489481,4.561621726746126,0.07098893624065658,10,COMPLETE
177,177,0.7342673992673994,2023-11-16 13:47:30.497220,2023-11-16 13:50:00.067966,0 days 00:02:29.570746,5.8739957497492705,0.08290986661440593,10,COMPLETE
178,178,0.7067673992673993,2023-11-16 13:50:00.072870,2023-11-16 13:52:37.613221,0 days 00:02:37.540351,8.339049137399204,0.08424891511023894,10,COMPLETE
179,179,0.7342673992673994,2023-11-16 13:52:37.618465,2023-11-16 13:55:07.646889,0 days 00:02:30.028424,7.735685192677328,0.0863900475531797,10,COMPLETE
180,180,0.7342673992673994,2023-11-16 13:55:07.660512,2023-11-16 13:57:27.989018,0 days 00:02:20.328506,5.079743289800943,0.07678004479088917,10,COMPLETE
181,181,0.7467673992673993,2023-11-16 13:57:27.996700,2023-11-16 13:59:54.883144,0 days 00:02:26.886444,6.502197192122167,0.07411601480927615,10,COMPLETE
182,182,0.7467673992673993,2023-11-16 13:59:54.889216,2023-11-16 14:02:28.634890,0 days 00:02:33.745674,7.040325775841016,0.07987147208224421,10,COMPLETE
183,183,0.7342673992673994,2023-11-16 14:02:28.639975,2023-11-16 14:04:54.134995,0 days 00:02:25.495020,6.103819446783403,0.075251574616016,10,COMPLETE
184,184,0.7467673992673993,2023-11-16 14:04:54.142622,2023-11-16 14:07:19.336070,0 days 00:02:25.193448,6.4916546971210645,0.07797636113133546,10,COMPLETE
185,185,0.6942673992673993,2023-11-16 14:07:19.343057,2023-11-16 14:09:48.388205,0 days 00:02:29.045148,7.663231682954014,0.07009976987824482,10,COMPLETE
186,186,0.6942673992673993,2023-11-16 14:09:48.395926,2023-11-16 14:11:58.435225,0 days 00:02:10.039299,3.6245909158804825,0.0813994257741769,10,COMPLETE
187,187,0.7067673992673993,2023-11-16 14:11:58.442009,2023-11-16 14:13:11.788131,0 days 00:01:13.346122,5.671557334972861,0.07368407771129282,6,COMPLETE
188,188,0.7067673992673993,2023-11-16 14:13:11.795135,2023-11-16 14:15:48.147116,0 days 00:02:36.351981,8.900715842141143,0.061218658615991434,10,COMPLETE
189,189,0.7067673992673993,2023-11-16 14:15:48.155975,2023-11-16 14:18:00.473939,0 days 00:02:12.317964,4.333350164992537,0.09149445713556752,10,COMPLETE
190,190,0.7467673992673993,2023-11-16 14:18:00.480261,2023-11-16 14:20:30.473595,0 days 00:02:29.993334,7.1633255405866,0.07968445524873179,10,COMPLETE
191,191,0.7467673992673993,2023-11-16 14:20:30.481697,2023-11-16 14:22:56.215132,0 days 00:02:25.733435,6.855661745394345,0.07770800291827788,10,COMPLETE
192,192,0.7467673992673993,2023-11-16 14:22:56.223025,2023-11-16 14:25:37.133426,0 days 00:02:40.910401,6.382865581018278,0.07578005608743793,10,COMPLETE
193,193,0.7467673992673993,2023-11-16 14:25:37.140938,2023-11-16 14:28:08.702748,0 days 00:02:31.561810,7.534933608533243,0.08203494431807368,10,COMPLETE
194,194,0.7342673992673994,2023-11-16 14:28:08.709535,2023-11-16 14:30:27.561031,0 days 00:02:18.851496,5.017584551036979,0.07933734714676714,10,COMPLETE
195,195,0.7342673992673994,2023-11-16 14:30:27.567335,2023-11-16 14:32:49.141103,0 days 00:02:21.573768,5.840100812313418,0.08431424920832828,10,COMPLETE
196,196,0.7067673992673993,2023-11-16 14:32:49.148695,2023-11-16 14:35:19.147879,0 days 00:02:29.999184,8.330474587492205,0.08748761199480436,10,COMPLETE
197,197,0.7067673992673993,2023-11-16 14:35:19.155801,2023-11-16 14:37:46.503808,0 days 00:02:27.348007,6.710181494190706,0.07177039643952446,10,COMPLETE
198,198,0.7067673992673993,2023-11-16 14:37:46.509765,2023-11-16 14:40:15.475630,0 days 00:02:28.965865,7.278107343363561,0.0775671678769216,10,COMPLETE
199,199,0.7067673992673993,2023-11-16 14:40:15.481651,2023-11-16 14:42:50.894714,0 days 00:02:35.413063,9.724688651288623,0.08881847289791255,10,COMPLETE
200,200,0.7067673992673993,2023-11-16 14:42:50.901017,2023-11-16 14:45:32.508383,0 days 00:02:41.607366,11.915118320953976,0.0676804574180765,10,COMPLETE
201,201,0.7342673992673994,2023-11-16 14:45:32.515503,2023-11-16 14:47:52.674773,0 days 00:02:20.159270,5.06264426967038,0.07693440560981905,10,COMPLETE
202,202,0.7467673992673993,2023-11-16 14:47:52.679313,2023-11-16 14:50:18.577620,0 days 00:02:25.898307,5.525379182380812,0.08010357920827005,10,COMPLETE
203,203,0.6942673992673993,2023-11-16 14:50:18.584030,2023-11-16 14:52:48.431422,0 days 00:02:29.847392,4.502709963978043,0.07608633746999513,10,COMPLETE
204,204,0.7342673992673994,2023-11-16 14:52:48.436360,2023-11-16 14:55:16.876184,0 days 00:02:28.439824,6.155319730159762,0.08170656823512763,10,COMPLETE
205,205,0.7342673992673994,2023-11-16 14:55:16.883611,2023-11-16 14:57:36.552838,0 days 00:02:19.669227,5.207630972807854,0.07411274734828802,10,COMPLETE
206,206,0.7067673992673993,2023-11-16 14:57:36.562048,2023-11-16 15:00:22.193085,0 days 00:02:45.631037,15.71295573312048,0.07941604243565314,10,COMPLETE
207,207,0.6942673992673993,2023-11-16 15:00:22.198508,2023-11-16 15:02:36.315761,0 days 00:02:14.117253,3.947850771762509,0.08309856726281965,10,COMPLETE
208,208,0.7067673992673993,2023-11-16 15:02:36.323832,2023-11-16 15:05:07.376194,0 days 00:02:31.052362,7.743813280778559,0.08591945802782278,10,COMPLETE
209,209,0.7467673992673993,2023-11-16 15:05:07.382616,2023-11-16 15:07:46.320394,0 days 00:02:38.937778,6.82581152799572,0.05734492608585032,10,COMPLETE
210,210,0.7342673992673994,2023-11-16 15:07:46.326860,2023-11-16 15:10:06.574601,0 days 00:02:20.247741,6.001106150482336,0.0781436496158672,10,COMPLETE
211,211,0.7467673992673993,2023-11-16 15:10:06.582103,2023-11-16 15:12:32.315233,0 days 00:02:25.733130,5.483536564034914,0.0723136062428632,10,COMPLETE
212,212,0.7067673992673993,2023-11-16 15:12:32.322529,2023-11-16 15:15:15.552350,0 days 00:02:43.229821,13.709234159204374,0.07631010499287712,10,COMPLETE
213,213,0.7467673992673993,2023-11-16 15:15:15.558484,2023-11-16 15:17:50.828208,0 days 00:02:35.269724,6.487559341778582,0.07499902717372836,10,COMPLETE
214,214,0.7067673992673993,2023-11-16 15:17:50.834685,2023-11-16 15:20:13.660486,0 days 00:02:22.825801,4.86888574916177,0.07277441253665905,10,COMPLETE
215,215,0.7467673992673993,2023-11-16 15:20:13.667329,2023-11-16 15:22:37.768326,0 days 00:02:24.100997,5.65176081285435,0.0805999444876678,10,COMPLETE
216,216,0.7467673992673993,2023-11-16 15:22:37.776514,2023-11-16 15:25:11.486733,0 days 00:02:33.710219,7.121733456703329,0.07795350662829639,10,COMPLETE
217,217,0.7342673992673994,2023-11-16 15:25:11.495875,2023-11-16 15:27:33.213595,0 days 00:02:21.717720,6.213894734251463,0.08219862243266293,10,COMPLETE
218,218,0.7067673992673993,2023-11-16 15:27:33.220176,2023-11-16 15:30:01.997704,0 days 00:02:28.777528,7.719520749577196,0.07510330029245323,10,COMPLETE
219,219,0.6942673992673993,2023-11-16 15:30:02.004663,2023-11-16 15:32:16.965326,0 days 00:02:14.960663,4.219276900689156,0.07893281604035118,10,COMPLETE
220,220,0.7067673992673993,2023-11-16 15:32:16.971927,2023-11-16 15:34:57.242541,0 days 00:02:40.270614,10.514935365747032,0.0707949417509695,10,COMPLETE
221,221,0.7342673992673994,2023-11-16 15:34:57.254656,2023-11-16 15:37:12.313479,0 days 00:02:15.058823,4.678307123295914,0.08884355844405528,10,COMPLETE
222,222,0.7342673992673994,2023-11-16 15:37:12.318313,2023-11-16 15:39:34.895269,0 days 00:02:22.576956,5.250784549489791,0.09046556552630378,10,COMPLETE
223,223,0.7467673992673993,2023-11-16 15:39:34.902618,2023-11-16 15:41:55.564676,0 days 00:02:20.662058,6.828420053276499,0.09359762178722823,10,COMPLETE
224,224,0.6942673992673993,2023-11-16 15:41:55.570799,2023-11-16 15:44:29.848461,0 days 00:02:34.277662,5.706110836840364,0.08461029132529103,10,COMPLETE
225,225,0.7342673992673994,2023-11-16 15:44:29.853282,2023-11-16 15:46:53.275798,0 days 00:02:23.422516,5.103278890068428,0.06547488315117053,10,COMPLETE
226,226,0.7067673992673993,2023-11-16 15:46:53.285816,2023-11-16 15:49:35.686039,0 days 00:02:42.400223,17.51030346132557,0.0882783823888661,10,COMPLETE
227,227,0.7467673992673993,2023-11-16 15:49:35.694828,2023-11-16 15:52:01.477298,0 days 00:02:25.782470,6.492459521094958,0.07696814510516434,10,COMPLETE
228,228,0.6942673992673993,2023-11-16 15:52:01.483504,2023-11-16 15:54:20.530548,0 days 00:02:19.047044,2.962160803025356,0.05222465064433936,10,COMPLETE
229,229,0.6942673992673993,2023-11-16 15:54:20.539590,2023-11-16 15:56:33.268038,0 days 00:02:12.728448,3.3971494225856933,0.08038335013111186,10,COMPLETE
230,230,0.7467673992673993,2023-11-16 15:56:33.274767,2023-11-16 15:58:58.153345,0 days 00:02:24.878578,7.183217762702957,0.08639788303243984,10,COMPLETE
231,231,0.7342673992673994,2023-11-16 15:58:58.161612,2023-11-16 16:01:17.895981,0 days 00:02:19.734369,5.2519634658133,0.09085498525840369,10,COMPLETE
232,232,0.7467673992673993,2023-11-16 16:01:17.902151,2023-11-16 16:03:38.177421,0 days 00:02:20.275270,5.86502685991923,0.08997124440765854,10,COMPLETE
233,233,0.7342673992673994,2023-11-16 16:03:38.185412,2023-11-16 16:05:54.595944,0 days 00:02:16.410532,4.6915862286903955,0.09278461746848278,10,COMPLETE
234,234,0.6942673992673993,2023-11-16 16:05:54.603427,2023-11-16 16:08:22.062478,0 days 00:02:27.459051,8.146464182648712,0.09721106829424236,10,COMPLETE
235,235,0.6942673992673993,2023-11-16 16:08:22.070422,2023-11-16 16:10:39.016635,0 days 00:02:16.946213,3.9009917483935044,0.09495410339763866,10,COMPLETE
236,236,0.7342673992673994,2023-11-16 16:10:39.023906,2023-11-16 16:13:05.574850,0 days 00:02:26.550944,6.277262851096996,0.07838562506959247,10,COMPLETE
237,237,0.7467673992673993,2023-11-16 16:13:05.583971,2023-11-16 16:15:26.248949,0 days 00:02:20.664978,5.4081242261498685,0.08395294387204137,10,COMPLETE
238,238,0.7067673992673993,2023-11-16 16:15:26.258552,2023-11-16 16:17:57.635840,0 days 00:02:31.377288,7.331039457866927,0.07587200110800504,10,COMPLETE
239,239,0.7067673992673993,2023-11-16 16:17:57.642738,2023-11-16 16:20:14.814250,0 days 00:02:17.171512,4.74291285719187,0.08789980224915507,10,COMPLETE
240,240,0.6942673992673993,2023-11-16 16:20:14.823684,2023-11-16 16:22:41.781159,0 days 00:02:26.957475,6.682805159707319,0.08179338164847927,10,COMPLETE
241,241,0.7467673992673993,2023-11-16 16:22:41.789643,2023-11-16 16:25:03.725898,0 days 00:02:21.936255,5.657142637485772,0.08011060843871236,10,COMPLETE
242,242,0.7342673992673994,2023-11-16 16:25:03.737722,2023-11-16 16:27:24.612607,0 days 00:02:20.874885,6.000670145106211,0.07895452962431995,10,COMPLETE
243,243,0.7342673992673994,2023-11-16 16:27:24.619647,2023-11-16 16:30:02.082020,0 days 00:02:37.462373,5.277723795339865,0.04189545372438236,10,COMPLETE
244,244,0.7067673992673993,2023-11-16 16:30:02.091270,2023-11-16 16:32:33.360575,0 days 00:02:31.269305,7.0106278387798655,0.0741121006147871,10,COMPLETE
245,245,0.6934340659340659,2023-11-16 16:32:33.366619,2023-11-16 16:33:54.730077,0 days 00:01:21.363458,6.193147559207295,0.0768704722037903,7,COMPLETE
246,246,0.6942673992673993,2023-11-16 16:33:54.736159,2023-11-16 16:36:18.246546,0 days 00:02:23.510387,4.288451762971807,0.08113169836039533,10,COMPLETE
247,247,0.6942673992673993,2023-11-16 16:36:18.253728,2023-11-16 16:38:11.015827,0 days 00:01:52.762099,1.7143274398417176,0.08527120267094968,10,COMPLETE
248,248,0.7467673992673993,2023-11-16 16:38:11.025643,2023-11-16 16:40:29.286516,0 days 00:02:18.260873,5.004388521275441,0.07894416567812045,10,COMPLETE
249,249,0.6942673992673993,2023-11-16 16:40:29.304224,2023-11-16 16:42:59.695187,0 days 00:02:30.390963,7.646448139606709,0.08319197931921612,10,COMPLETE
250,250,0.6942673992673993,2023-11-16 16:42:59.703042,2023-11-16 16:45:32.152159,0 days 00:02:32.449117,8.464362176769818,0.07703887075234518,10,COMPLETE
251,251,0.7467673992673993,2023-11-16 16:45:32.159072,2023-11-16 16:47:49.918144,0 days 00:02:17.759072,5.648228884464056,0.08982739898007873,10,COMPLETE
252,252,0.7067673992673993,2023-11-16 16:47:49.927336,2023-11-16 16:50:33.226410,0 days 00:02:43.299074,14.51431952262072,0.07320150477505909,10,COMPLETE
253,253,0.7467673992673993,2023-11-16 16:50:33.233902,2023-11-16 16:53:07.512615,0 days 00:02:34.278713,6.4774192049436525,0.05467345999658976,10,COMPLETE
254,254,0.6942673992673993,2023-11-16 16:53:07.523478,2023-11-16 16:55:17.233180,0 days 00:02:09.709702,3.672794909885264,0.08053820262149536,10,COMPLETE
255,255,0.7467673992673993,2023-11-16 16:55:17.241006,2023-11-16 16:57:42.916705,0 days 00:02:25.675699,7.228102127777248,0.08658334410012881,10,COMPLETE
256,256,0.7067673992673993,2023-11-16 16:57:42.923640,2023-11-16 17:00:28.290361,0 days 00:02:45.366721,15.19402472063013,0.0750659697879445,10,COMPLETE
257,257,0.6967673992673993,2023-11-16 17:00:28.296946,2023-11-16 17:01:50.323816,0 days 00:01:22.026870,4.460213616277583,0.01669549826616208,5,COMPLETE
258,258,0.7067673992673993,2023-11-16 17:01:50.330726,2023-11-16 17:04:32.181586,0 days 00:02:41.850860,7.8023121283719945,0.049106690069723194,10,COMPLETE
259,259,0.7067673992673993,2023-11-16 17:04:32.188060,2023-11-16 17:07:13.388145,0 days 00:02:41.200085,16.792924214870617,0.0035876932448523705,10,COMPLETE
260,260,0.7467673992673993,2023-11-16 17:07:13.394617,2023-11-16 17:09:41.131631,0 days 00:02:27.737014,6.747935645614161,0.07817144461304572,10,COMPLETE
261,261,0.7342673992673994,2023-11-16 17:09:41.136403,2023-11-16 17:11:57.720732,0 days 00:02:16.584329,5.631069418225401,0.09160778698893525,10,COMPLETE
262,262,0.7067673992673993,2023-11-16 17:11:57.725075,2023-11-16 17:14:27.505615,0 days 00:02:29.780540,8.805587920308213,0.08194507654381121,10,COMPLETE
263,263,0.7342673992673994,2023-11-16 17:14:27.510400,2023-11-16 17:16:55.472644,0 days 00:02:27.962244,4.948495588580081,0.04606606763562536,10,COMPLETE
264,264,0.7067673992673993,2023-11-16 17:16:55.477374,2023-11-16 17:18:33.106114,0 days 00:01:37.628740,6.159214466747789,0.06868890045453008,8,COMPLETE
265,265,0.7467673992673993,2023-11-16 17:18:33.114031,2023-11-16 17:20:58.338723,0 days 00:02:25.224692,6.899561771995788,0.08392225904642703,10,COMPLETE
266,266,0.7467673992673993,2023-11-16 17:20:58.343632,2023-11-16 17:23:13.971995,0 days 00:02:15.628363,5.357351780198439,0.08845887441088424,10,COMPLETE
267,267,0.6942673992673993,2023-11-16 17:23:13.978309,2023-11-16 17:25:42.590886,0 days 00:02:28.612577,8.076714955476335,0.07617712470547175,10,COMPLETE
268,268,0.7067673992673993,2023-11-16 17:25:42.595779,2023-11-16 17:28:33.182540,0 days 00:02:50.586761,22.07364868006345,0.03310040155503244,10,COMPLETE
269,269,0.7342673992673994,2023-11-16 17:28:33.189014,2023-11-16 17:30:47.109849,0 days 00:02:13.920835,4.088127600839775,0.07985687167164778,10,COMPLETE
270,270,0.7342673992673994,2023-11-16 17:30:47.116590,2023-11-16 17:33:11.677615,0 days 00:02:24.561025,6.050449287468969,0.07195716549275342,10,COMPLETE
271,271,0.7467673992673993,2023-11-16 17:33:11.684288,2023-11-16 17:35:41.118722,0 days 00:02:29.434434,7.409887122552001,0.07744859516786769,10,COMPLETE
272,272,0.7067673992673993,2023-11-16 17:35:41.125578,2023-11-16 17:38:18.029720,0 days 00:02:36.904142,12.47683355203857,0.08559586167867177,10,COMPLETE
273,273,0.7467673992673993,2023-11-16 17:38:18.034574,2023-11-16 17:40:45.656495,0 days 00:02:27.621921,6.51007365635282,0.07497866816437099,10,COMPLETE
274,274,0.7067673992673993,2023-11-16 17:40:45.661682,2023-11-16 17:43:11.744565,0 days 00:02:26.082883,9.192749169521433,0.0999919913751087,10,COMPLETE
275,275,0.7467673992673993,2023-11-16 17:43:11.750735,2023-11-16 17:45:28.026403,0 days 00:02:16.275668,4.983196205987657,0.08199923506225625,10,COMPLETE
276,276,0.7467673992673993,2023-11-16 17:45:28.031193,2023-11-16 17:47:49.122802,0 days 00:02:21.091609,5.690501074238632,0.0793702490030549,10,COMPLETE
277,277,0.6942673992673993,2023-11-16 17:47:49.129020,2023-11-16 17:49:55.541014,0 days 00:02:06.411994,2.7858391739959014,0.0874730727303409,10,COMPLETE
278,278,0.7467673992673993,2023-11-16 17:49:55.545877,2023-11-16 17:52:24.003370,0 days 00:02:28.457493,7.384373708853028,0.08317221646856884,10,COMPLETE
279,279,0.6942673992673993,2023-11-16 17:52:24.008530,2023-11-16 17:54:46.779070,0 days 00:02:22.770540,4.587889061535118,0.07751228606288915,10,COMPLETE
280,280,0.7342673992673994,2023-11-16 17:54:46.785790,2023-11-16 17:57:10.877837,0 days 00:02:24.092047,6.609769711018177,0.07348608070186527,10,COMPLETE
281,281,0.6942673992673993,2023-11-16 17:57:10.884139,2023-11-16 17:59:35.515057,0 days 00:02:24.630918,7.9713985477585405,0.09211857878859826,10,COMPLETE
282,282,0.7467673992673993,2023-11-16 17:59:35.521696,2023-11-16 18:01:55.920658,0 days 00:02:20.398962,5.756211632420883,0.08003650820948709,10,COMPLETE
283,283,0.7067673992673993,2023-11-16 18:01:55.925702,2023-11-16 18:04:29.056992,0 days 00:02:33.131290,11.40107191843674,0.09410657420391758,10,COMPLETE
284,284,0.7067673992673993,2023-11-16 18:04:29.062179,2023-11-16 18:07:08.669795,0 days 00:02:39.607616,19.984190795236266,0.060909975439422434,10,COMPLETE
285,285,0.7067673992673993,2023-11-16 18:07:08.675128,2023-11-16 18:09:51.483189,0 days 00:02:42.808061,18.034077374327328,0.08982982850989156,10,COMPLETE
286,286,0.7067673992673993,2023-11-16 18:09:51.492915,2023-11-16 18:12:35.682222,0 days 00:02:44.189307,24.667014862531687,0.07591792371903122,10,COMPLETE
287,287,0.6942673992673993,2023-11-16 18:12:35.687411,2023-11-16 18:14:31.442552,0 days 00:01:55.755141,6.983727580062898,0.08539757816547938,9,COMPLETE
288,288,0.7067673992673993,2023-11-16 18:14:31.448252,2023-11-16 18:15:43.038124,0 days 00:01:11.589872,5.206682649841816,0.07867214788431805,6,COMPLETE
289,289,0.7067673992673993,2023-11-16 18:15:43.042986,2023-11-16 18:16:44.761046,0 days 00:01:01.718060,1.0400539524468786,0.08096051333887981,4,COMPLETE
290,290,0.7467673992673993,2023-11-16 18:16:44.766505,2023-11-16 18:19:21.689216,0 days 00:02:36.922711,6.2486305874287,0.06988460703662827,10,COMPLETE
291,291,0.6942673992673993,2023-11-16 18:19:21.694249,2023-11-16 18:21:29.568152,0 days 00:02:07.873903,3.347597348730977,0.08265260464918167,10,COMPLETE
292,292,0.7067673992673993,2023-11-16 18:21:29.574065,2023-11-16 18:24:05.966049,0 days 00:02:36.391984,8.516824438031104,0.06289328649845033,10,COMPLETE
293,293,0.7342673992673994,2023-11-16 18:24:05.981456,2023-11-16 18:26:34.843860,0 days 00:02:28.862404,7.320707304352959,0.07372752785226099,10,COMPLETE
294,294,0.7067673992673993,2023-11-16 18:26:34.855809,2023-11-16 18:28:48.911271,0 days 00:02:14.055462,4.176173619314773,0.0761350458925242,10,COMPLETE
295,295,0.7342673992673994,2023-11-16 18:28:48.918482,2023-11-16 18:31:13.856458,0 days 00:02:24.937976,6.094463392962035,0.07820352489487313,10,COMPLETE
296,296,0.7342673992673994,2023-11-16 18:31:13.862085,2023-11-16 18:33:38.039075,0 days 00:02:24.176990,5.4489443495650765,0.06716882845638572,10,COMPLETE
297,297,0.7067673992673993,2023-11-16 18:33:38.045109,2023-11-16 18:36:21.328944,0 days 00:02:43.283835,29.309977166460357,0.08874008368719186,10,COMPLETE
298,298,0.7067673992673993,2023-11-16 18:36:21.336193,2023-11-16 18:39:02.617687,0 days 00:02:41.281494,13.87287143875358,0.08456391102692686,10,COMPLETE
299,299,0.7467673992673993,2023-11-16 18:39:02.624379,2023-11-16 18:41:29.138969,0 days 00:02:26.514590,6.811906646962454,0.08074167569139899,10,COMPLETE
300,300,0.7067673992673993,2023-11-16 18:41:29.151043,2023-11-16 18:44:11.915295,0 days 00:02:42.764252,26.670098394687663,0.0716658069461108,10,COMPLETE
301,301,0.6942673992673993,2023-11-16 18:44:11.923036,2023-11-16 18:46:32.862255,0 days 00:02:20.939219,4.868832432200588,0.07481869731333178,10,COMPLETE
302,302,0.7067673992673993,2023-11-16 18:46:32.869901,2023-11-16 18:49:20.228697,0 days 00:02:47.358796,7.999784759835282,0.06329847113080422,10,COMPLETE
303,303,0.7067673992673993,2023-11-16 18:49:20.239347,2023-11-16 18:51:52.228605,0 days 00:02:31.989258,9.618661953993115,0.08630237478176972,10,COMPLETE
304,304,0.7067673992673993,2023-11-16 18:51:52.238290,2023-11-16 18:53:57.063280,0 days 00:02:04.824990,21.2243008123558,0.09589770919532656,9,COMPLETE
305,305,0.7067673992673993,2023-11-16 18:53:57.076300,2023-11-16 18:56:21.373620,0 days 00:02:24.297320,6.417028558583339,0.07768238627166159,10,COMPLETE
306,306,0.7067673992673993,2023-11-16 18:56:21.382431,2023-11-16 18:58:55.372355,0 days 00:02:33.989924,7.4671518816657425,0.05891469351193264,10,COMPLETE
307,307,0.7467673992673993,2023-11-16 18:58:55.379529,2023-11-16 19:01:12.933731,0 days 00:02:17.554202,5.8606946451660225,0.09138720339908397,10,COMPLETE
308,308,0.6942673992673993,2023-11-16 19:01:12.941522,2023-11-16 19:03:26.201127,0 days 00:02:13.259605,3.7750712307113137,0.08229050918435879,10,COMPLETE
309,309,0.7067673992673993,2023-11-16 19:03:26.207956,2023-11-16 19:06:01.305026,0 days 00:02:35.097070,10.984286741192344,0.0794181578844109,10,COMPLETE
310,310,0.7067673992673993,2023-11-16 19:06:01.312489,2023-11-16 19:08:42.272133,0 days 00:02:40.959644,16.141429509665002,0.07683761716260402,10,COMPLETE
311,311,0.6942673992673993,2023-11-16 19:08:42.278612,2023-11-16 19:10:56.093894,0 days 00:02:13.815282,4.427991743031658,0.08758254195158978,10,COMPLETE
312,312,0.7067673992673993,2023-11-16 19:10:56.102072,2023-11-16 19:13:33.200889,0 days 00:02:37.098817,12.921139577033674,0.08337572725396597,10,COMPLETE
313,313,0.7067673992673993,2023-11-16 19:13:33.207578,2023-11-16 19:16:26.041855,0 days 00:02:52.834277,23.113019735079014,0.0801526052854178,10,COMPLETE
314,314,0.7067673992673993,2023-11-16 19:16:26.049431,2023-11-16 19:19:07.972014,0 days 00:02:41.922583,9.920435165012766,0.06507441189644665,10,COMPLETE
315,315,0.7342673992673994,2023-11-16 19:19:07.980319,2023-11-16 19:21:30.947464,0 days 00:02:22.967145,5.3102866748136,0.07480357645042665,10,COMPLETE
316,316,0.7067673992673993,2023-11-16 19:21:30.959183,2023-11-16 19:24:14.439003,0 days 00:02:43.479820,19.44803132247545,0.055122017100963,10,COMPLETE
317,317,0.7067673992673993,2023-11-16 19:24:14.445494,2023-11-16 19:26:48.588818,0 days 00:02:34.143324,9.062031485027095,0.07805963234894236,10,COMPLETE
318,318,0.7342673992673994,2023-11-16 19:26:48.599702,2023-11-16 19:29:17.617569,0 days 00:02:29.017867,6.938647577444809,0.08979701531332182,10,COMPLETE
319,319,0.6942673992673993,2023-11-16 19:29:17.625711,2023-11-16 19:31:24.830775,0 days 00:02:07.205064,2.5684129191922285,0.07205476085964173,10,COMPLETE
320,320,0.7342673992673994,2023-11-16 19:31:24.840285,2023-11-16 19:33:51.548176,0 days 00:02:26.707891,6.370940401478063,0.08143684100414567,10,COMPLETE
321,321,0.7342673992673994,2023-11-16 19:33:51.558098,2023-11-16 19:36:20.062751,0 days 00:02:28.504653,4.7956189550931665,0.04658012851678976,10,COMPLETE
322,322,0.7467673992673993,2023-11-16 19:36:20.068449,2023-11-16 19:37:55.440447,0 days 00:01:35.371998,7.969373746043237,0.025512763745522696,7,COMPLETE
323,323,0.7067673992673993,2023-11-16 19:37:55.445745,2023-11-16 19:40:14.692230,0 days 00:02:19.246485,5.673549417050628,0.0854405776171102,10,COMPLETE
324,324,0.7467673992673993,2023-11-16 19:40:14.698778,2023-11-16 19:42:44.593314,0 days 00:02:29.894536,7.431893098150288,0.0766051079225002,10,COMPLETE
325,325,0.7467673992673993,2023-11-16 19:42:44.601559,2023-11-16 19:45:31.094022,0 days 00:02:46.492463,6.702717600167089,0.079085993930295,10,COMPLETE
326,326,0.7067673992673993,2023-11-16 19:45:31.101140,2023-11-16 19:48:04.571695,0 days 00:02:33.470555,8.508923007164741,0.0698693580253484,10,COMPLETE
327,327,0.7342673992673994,2023-11-16 19:48:04.579381,2023-11-16 19:50:23.072646,0 days 00:02:18.493265,6.050545827546836,0.09333309566771379,10,COMPLETE
328,328,0.7342673992673994,2023-11-16 19:50:23.079624,2023-11-16 19:52:52.836616,0 days 00:02:29.756992,5.240792704895832,0.0440805882640256,10,COMPLETE
329,329,0.7067673992673993,2023-11-16 19:52:52.842154,2023-11-16 19:54:10.102362,0 days 00:01:17.260208,20.65975349654436,0.07428785690382478,5,COMPLETE
